vehicle_number,total_violations,unique_hotspots,unique_junctions,first_seen,last_seen,vehicle_type_mode,approved_violations,active_days,repeat_violation_flag,chronic_offender_flag,approval_rate
FKN00GL46108,5,1,1,2023-12-03 03:16:46+00:00,2024-02-18 06:43:46+00:00,CAR,2,5,1,1,0.39999999992
FKN00GL46965,5,1,1,2023-12-05 03:12:46+00:00,2024-02-19 02:19:46+00:00,PASSENGER AUTO,2,4,1,1,0.39999999992
FKN00GL47132,5,1,1,2023-11-12 00:43:46+00:00,2024-04-07 04:09:46+00:00,PASSENGER AUTO,2,5,1,1,0.39999999992
FKN00GL47563,5,1,1,2023-12-24 02:55:46+00:00,2024-02-19 06:13:46+00:00,SCOOTER,2,4,1,1,0.39999999992
FKN00GL47862,5,1,1,2023-11-15 23:20:46+00:00,2024-02-13 02:27:46+00:00,SCOOTER,2,5,1,1,0.39999999992
FKN00GL4951,5,1,1,2024-01-08 23:13:46+00:00,2024-03-28 21:45:46+00:00,MOTOR CYCLE,2,5,1,1,0.39999999992
FKN00GL49635,5,1,1,2023-12-07 20:53:46+00:00,2024-02-15 19:59:46+00:00,CAR,2,4,1,1,0.39999999992
FKN00GL49669,5,1,1,2024-01-17 04:38:46+00:00,2024-02-20 03:05:46+00:00,SCOOTER,2,3,1,1,0.39999999992
FKN00GL49985,5,1,1,2024-01-03 23:28:46+00:00,2024-04-03 22:46:46+00:00,GOODS AUTO,2,4,1,1,0.39999999992
FKN00GL51618,5,1,1,2023-12-10 03:47:46+00:00,2024-03-06 22:23:46+00:00,PASSENGER AUTO,2,5,1,1,0.39999999992
FKN00GL52678,5,1,1,2023-11-19 05:35:46+00:00,2024-02-21 05:07:46+00:00,SCOOTER,2,5,1,1,0.39999999992
FKN00GL55199,5,1,1,2023-11-24 04:52:46+00:00,2024-04-04 23:41:46+00:00,MOTOR CYCLE,2,4,1,1,0.39999999992
FKN00GL55686,5,1,1,2023-12-10 03:03:46+00:00,2024-04-05 07:47:46+00:00,CAR,2,5,1,1,0.39999999992
FKN00GL56089,5,1,1,2023-11-21 03:57:46+00:00,2024-03-12 07:27:46+00:00,SCOOTER,2,5,1,1,0.39999999992
FKN00GL56658,5,1,1,2023-11-26 05:49:46+00:00,2024-02-23 06:00:46+00:00,SCOOTER,2,4,1,1,0.39999999992
FKN00GL5721,5,1,1,2024-01-10 03:51:46+00:00,2024-02-24 00:37:46+00:00,SCOOTER,2,4,1,1,0.39999999992
FKN00GL5753,5,1,1,2024-01-08 22:37:46+00:00,2024-02-02 01:33:46+00:00,MOTOR CYCLE,2,4,1,1,0.39999999992
FKN00GL5757,5,1,1,2024-01-25 05:44:46+00:00,2024-03-12 23:04:46+00:00,SCOOTER,2,5,1,1,0.39999999992
FKN00GL57657,5,1,1,2023-12-06 00:10:46+00:00,2024-02-24 00:18:46+00:00,CAR,2,5,1,1,0.39999999992
FKN00GL5771,5,1,1,2023-11-17 05:07:46+00:00,2024-04-04 05:18:46+00:00,MOTOR CYCLE,2,5,1,1,0.39999999992
FKN00GL58630,5,1,1,2023-11-15 19:46:46+00:00,2024-03-18 19:18:46+00:00,CAR,2,5,1,1,0.39999999992
FKN00GL59019,5,1,1,2024-01-05 22:23:46+00:00,2024-04-06 05:14:46+00:00,SCOOTER,2,5,1,1,0.39999999992
FKN00GL60844,5,1,1,2023-12-31 03:42:46+00:00,2024-04-06 03:51:46+00:00,PASSENGER AUTO,2,4,1,1,0.39999999992
FKN00GL6320,5,1,1,2023-12-08 07:12:46+00:00,2024-03-17 08:15:46+00:00,PASSENGER AUTO,2,5,1,1,0.39999999992
FKN00GL63524,5,1,1,2024-01-11 21:39:46+00:00,2024-02-26 07:25:46+00:00,SCOOTER,2,4,1,1,0.39999999992
FKN00GL64242,5,1,1,2024-01-09 23:51:46+00:00,2024-04-07 04:36:46+00:00,SCOOTER,2,5,1,1,0.39999999992
FKN00GL6540,5,1,1,2023-11-17 22:44:46+00:00,2024-02-02 04:14:46+00:00,SCOOTER,2,5,1,1,0.39999999992
FKN00GL66158,5,1,1,2023-11-27 23:17:46+00:00,2024-03-03 22:58:46+00:00,LGV,2,5,1,1,0.39999999992
FKN00GL66450,5,1,1,2023-12-20 23:47:46+00:00,2024-02-27 23:26:46+00:00,SCOOTER,2,5,1,1,0.39999999992
FKN00GL66818,5,1,1,2023-12-06 22:50:46+00:00,2024-03-27 06:44:46+00:00,CAR,2,5,1,1,0.39999999992
FKN00GL67901,5,1,1,2023-12-13 19:20:46+00:00,2024-04-06 19:47:46+00:00,CAR,2,3,1,1,0.39999999992
FKN00GL67989,5,1,1,2023-11-30 05:39:46+00:00,2024-03-02 00:08:46+00:00,SCOOTER,2,4,1,1,0.39999999992
FKN00GL6804,5,1,1,2024-01-23 19:19:46+00:00,2024-02-15 16:46:46+00:00,SCOOTER,2,4,1,1,0.39999999992
FKN00GL68377,5,1,1,2023-12-28 03:45:46+00:00,2024-03-12 03:19:46+00:00,SCOOTER,2,5,1,1,0.39999999992
FKN00GL68662,5,1,1,2024-01-04 02:50:46+00:00,2024-02-28 23:36:46+00:00,SCOOTER,2,5,1,1,0.39999999992
FKN00GL69686,5,1,1,2023-11-14 06:24:46+00:00,2023-12-07 04:54:46+00:00,SCOOTER,2,4,1,1,0.39999999992
FKN00GL7166,5,1,1,2023-12-13 23:11:46+00:00,2024-02-02 22:09:46+00:00,MOTOR CYCLE,2,5,1,1,0.39999999992
FKN00GL72156,5,1,1,2023-11-29 03:59:46+00:00,2024-03-02 03:26:46+00:00,VAN,2,4,1,1,0.39999999992
FKN00GL72300,5,1,1,2023-11-30 23:37:46+00:00,2024-03-02 04:37:46+00:00,SCOOTER,2,4,1,1,0.39999999992
FKN00GL7445,5,1,1,2023-11-21 02:25:46+00:00,2024-03-27 01:59:46+00:00,LGV,2,5,1,1,0.39999999992
FKN00GL74768,5,1,1,2023-12-08 21:03:46+00:00,2024-03-02 23:24:46+00:00,CAR,2,5,1,1,0.39999999992
FKN00GL7557,5,1,1,2023-12-13 05:17:46+00:00,2024-01-27 21:59:46+00:00,CAR,2,5,1,1,0.39999999992
FKN00GL76232,5,1,1,2023-12-11 20:53:46+00:00,2024-03-20 23:08:46+00:00,SCOOTER,2,5,1,1,0.39999999992
FKN00GL7675,5,1,1,2023-11-16 04:49:46+00:00,2024-03-22 21:04:46+00:00,MOTOR CYCLE,2,5,1,1,0.39999999992
FKN00GL78401,5,1,1,2023-12-14 23:21:46+00:00,2024-03-27 05:08:46+00:00,MOTOR CYCLE,2,4,1,1,0.39999999992
FKN00GL8024,5,1,1,2024-01-16 04:43:46+00:00,2024-02-08 05:09:46+00:00,CAR,2,5,1,1,0.39999999992
FKN00GL8108,5,1,1,2023-11-21 05:23:46+00:00,2024-02-03 07:02:46+00:00,CAR,2,5,1,1,0.39999999992
FKN00GL82267,5,1,1,2024-01-11 20:04:46+00:00,2024-04-07 22:00:46+00:00,CAR,2,5,1,1,0.39999999992
FKN00GL87403,5,1,1,2023-11-28 00:36:46+00:00,2024-03-12 03:01:46+00:00,MOTOR CYCLE,2,5,1,1,0.39999999992
FKN00GL87466,5,1,1,2023-11-23 00:26:46+00:00,2024-03-27 01:23:46+00:00,LGV,2,5,1,1,0.39999999992
FKN00GL89618,5,1,1,2023-11-24 22:02:46+00:00,2023-12-16 22:21:46+00:00,MOTOR CYCLE,2,5,1,1,0.39999999992
FKN00GL90013,5,1,1,2023-11-13 21:30:46+00:00,2024-03-23 03:10:46+00:00,MOTOR CYCLE,2,5,1,1,0.39999999992
FKN00GL90329,5,1,1,2023-12-06 04:26:46+00:00,2024-01-24 02:53:46+00:00,MOTOR CYCLE,2,4,1,1,0.39999999992
FKN00GL9348,5,1,1,2023-12-30 04:04:46+00:00,2024-02-01 02:23:46+00:00,SCOOTER,2,4,1,1,0.39999999992
FKN00GL95695,5,1,1,2023-12-26 03:35:46+00:00,2024-01-09 00:43:46+00:00,JEEP,2,4,1,1,0.39999999992
FKN00GL96575,5,1,1,2024-01-24 22:36:46+00:00,2024-03-14 23:59:46+00:00,SCOOTER,2,5,1,1,0.39999999992
FKN00GL96631,5,1,1,2023-12-31 23:34:46+00:00,2024-02-09 06:08:46+00:00,SCOOTER,2,5,1,1,0.39999999992
FKN00GL97643,5,1,1,2023-11-14 22:55:46+00:00,2024-02-16 01:09:46+00:00,CAR,2,4,1,1,0.39999999992
FKN00GL98635,5,1,1,2024-02-14 04:21:46+00:00,2024-03-12 21:28:46+00:00,SCOOTER,2,5,1,1,0.39999999992
FKN00GL99105,5,1,1,2024-01-01 21:08:46+00:00,2024-03-14 20:50:46+00:00,MAXI-CAB,2,5,1,1,0.39999999992
FKN00GL99134,5,1,1,2023-11-28 07:16:46+00:00,2024-03-27 05:25:46+00:00,CAR,2,5,1,1,0.39999999992
FKN00GL30447,5,5,3,2024-01-04 03:45:46+00:00,2024-03-30 22:57:46+00:00,CAR,1,4,1,1,0.19999999996
FKN00GL31212,5,5,2,2023-11-23 07:29:46+00:00,2024-02-28 19:15:46+00:00,CAR,1,5,1,1,0.19999999996
FKN00GL12218,5,4,4,2023-11-14 04:20:46+00:00,2024-03-22 03:09:46+00:00,PASSENGER AUTO,1,5,1,1,0.19999999996
FKN00GL4098,5,4,3,2024-02-04 05:16:46+00:00,2024-03-31 00:14:46+00:00,CAR,1,4,1,1,0.19999999996
FKN00GL6614,5,4,4,2023-12-22 05:47:46+00:00,2024-02-13 23:40:46+00:00,CAR,1,4,1,1,0.19999999996
FKN00GL77678,5,4,4,2023-11-21 00:21:46+00:00,2024-03-28 05:03:46+00:00,PASSENGER AUTO,1,5,1,1,0.19999999996
FKN00GL82861,5,4,2,2023-12-22 02:14:46+00:00,2024-03-08 04:25:46+00:00,CAR,1,5,1,1,0.19999999996
FKN00GL100267,5,3,2,2023-11-13 21:12:46+00:00,2024-03-26 23:22:46+00:00,MAXI-CAB,1,5,1,1,0.19999999996
FKN00GL104487,5,3,2,2023-12-23 07:35:46+00:00,2024-01-15 06:28:46+00:00,CAR,1,3,1,1,0.19999999996
FKN00GL120071,5,3,3,2023-11-17 04:40:46+00:00,2024-01-08 22:19:46+00:00,PASSENGER AUTO,1,3,1,1,0.19999999996
FKN00GL134248,5,3,1,2023-11-13 00:02:46+00:00,2024-01-07 05:09:46+00:00,BUS (BMTC/KSRTC),1,5,1,1,0.19999999996
FKN00GL134963,5,3,3,2023-11-16 05:48:46+00:00,2024-01-14 09:06:46+00:00,PASSENGER AUTO,1,5,1,1,0.19999999996
FKN00GL15017,5,3,3,2024-01-23 05:06:46+00:00,2024-03-02 05:42:46+00:00,MOTOR CYCLE,1,5,1,1,0.19999999996
FKN00GL1627,5,3,3,2023-12-09 05:23:46+00:00,2024-04-04 05:54:46+00:00,PASSENGER AUTO,1,5,1,1,0.19999999996
FKN00GL18363,5,3,2,2023-11-14 05:15:46+00:00,2024-01-11 06:16:46+00:00,GOODS AUTO,1,4,1,1,0.19999999996
FKN00GL18816,5,3,2,2024-01-10 07:32:46+00:00,2024-04-06 01:49:46+00:00,CAR,1,5,1,1,0.19999999996
FKN00GL23353,5,3,3,2023-12-04 03:33:46+00:00,2024-04-03 00:51:46+00:00,PASSENGER AUTO,1,4,1,1,0.19999999996
FKN00GL29719,5,3,2,2024-01-18 02:00:46+00:00,2024-03-16 06:09:46+00:00,CAR,1,3,1,1,0.19999999996
FKN00GL37332,5,3,3,2024-01-05 19:44:46+00:00,2024-04-03 05:36:46+00:00,PRIVATE BUS,1,5,1,1,0.19999999996
FKN00GL46273,5,3,3,2024-01-15 04:55:46+00:00,2024-03-12 00:58:46+00:00,PASSENGER AUTO,1,5,1,1,0.19999999996
FKN00GL4831,5,3,3,2023-12-05 02:14:46+00:00,2024-03-28 06:00:46+00:00,PASSENGER AUTO,1,4,1,1,0.19999999996
FKN00GL52237,5,3,3,2023-11-27 07:14:46+00:00,2024-04-04 04:34:46+00:00,CAR,1,3,1,1,0.19999999996
FKN00GL53432,5,3,3,2023-12-14 01:31:46+00:00,2024-04-05 06:05:46+00:00,PASSENGER AUTO,1,5,1,1,0.19999999996
FKN00GL61428,5,3,2,2023-11-11 03:23:46+00:00,2024-04-04 01:52:46+00:00,PASSENGER AUTO,1,4,1,1,0.19999999996
FKN00GL66041,5,3,1,2023-12-18 05:43:46+00:00,2024-03-02 04:29:46+00:00,CAR,1,4,1,1,0.19999999996
FKN00GL68578,5,3,3,2023-12-22 21:57:46+00:00,2024-03-16 08:50:46+00:00,SCOOTER,1,4,1,1,0.19999999996
FKN00GL69055,5,3,3,2023-11-12 03:37:46+00:00,2024-02-29 06:23:46+00:00,PASSENGER AUTO,1,3,1,1,0.19999999996
FKN00GL69434,5,3,3,2023-11-29 00:20:46+00:00,2024-02-29 20:06:46+00:00,CAR,1,5,1,1,0.19999999996
FKN00GL70760,5,3,3,2024-01-03 04:01:46+00:00,2024-03-06 03:07:46+00:00,LGV,1,5,1,1,0.19999999996
FKN00GL7368,5,3,1,2023-11-12 05:33:46+00:00,2024-03-19 21:28:46+00:00,CAR,1,5,1,1,0.19999999996
FKN00GL8240,5,3,3,2024-01-23 00:48:46+00:00,2024-02-11 05:44:46+00:00,SCOOTER,1,4,1,1,0.19999999996
FKN00GL84625,5,3,1,2023-11-11 20:42:46+00:00,2024-03-13 21:14:46+00:00,BUS (BMTC/KSRTC),1,5,1,1,0.19999999996
FKN00GL101881,5,2,2,2023-11-15 05:28:46+00:00,2023-11-22 04:20:46+00:00,PASSENGER AUTO,1,4,1,1,0.19999999996
FKN00GL103954,5,2,2,2023-11-21 03:27:46+00:00,2023-12-17 07:07:46+00:00,CAR,1,2,1,1,0.19999999996
FKN00GL107171,5,2,1,2023-12-25 02:33:46+00:00,2024-01-25 23:37:46+00:00,MOTOR CYCLE,1,4,1,1,0.19999999996
FKN00GL107891,5,2,2,2023-11-21 03:43:46+00:00,2024-03-27 04:41:46+00:00,LGV,1,3,1,1,0.19999999996
FKN00GL10899,5,2,2,2024-01-14 05:49:46+00:00,2024-01-27 01:14:46+00:00,PASSENGER AUTO,1,3,1,1,0.19999999996
FKN00GL11857,5,2,1,2023-12-07 02:12:46+00:00,2024-03-14 00:15:46+00:00,CAR,1,3,1,1,0.19999999996
FKN00GL120206,5,2,2,2023-11-10 00:41:46+00:00,2024-03-25 03:09:46+00:00,MOTOR CYCLE,1,4,1,1,0.19999999996
FKN00GL13725,5,2,2,2024-01-30 00:08:46+00:00,2024-03-12 03:38:46+00:00,MOTOR CYCLE,1,5,1,1,0.19999999996
FKN00GL149534,5,2,1,2023-12-11 22:54:46+00:00,2024-01-16 19:04:46+00:00,PASSENGER AUTO,1,5,1,1,0.19999999996
FKN00GL15457,5,2,2,2024-01-17 21:07:46+00:00,2024-02-20 05:25:46+00:00,GOODS AUTO,1,5,1,1,0.19999999996
FKN00GL15636,5,2,2,2024-01-22 19:44:46+00:00,2024-03-11 19:48:46+00:00,CAR,1,3,1,1,0.19999999996
FKN00GL176566,5,2,1,2024-01-02 00:53:46+00:00,2024-03-31 04:40:46+00:00,PASSENGER AUTO,1,4,1,1,0.19999999996
FKN00GL20344,5,2,1,2023-12-10 03:33:46+00:00,2024-02-04 01:51:46+00:00,PASSENGER AUTO,1,3,1,1,0.19999999996
FKN00GL21040,5,2,1,2024-03-16 05:20:46+00:00,2024-03-22 21:22:46+00:00,MOTOR CYCLE,1,2,1,1,0.19999999996
FKN00GL21061,5,2,2,2023-11-22 04:19:46+00:00,2024-04-01 05:13:46+00:00,GOODS AUTO,1,5,1,1,0.19999999996
FKN00GL2129,5,2,2,2023-11-26 20:58:46+00:00,2023-12-24 00:02:46+00:00,SCOOTER,1,2,1,1,0.19999999996
FKN00GL22850,5,2,2,2023-11-19 06:00:46+00:00,2024-03-30 08:34:46+00:00,PASSENGER AUTO,1,4,1,1,0.19999999996
FKN00GL23282,5,2,2,2024-01-24 00:33:46+00:00,2024-04-07 22:05:46+00:00,CAR,1,5,1,1,0.19999999996
FKN00GL23819,5,2,2,2023-12-16 02:23:46+00:00,2024-03-16 03:13:46+00:00,SCOOTER,1,5,1,1,0.19999999996
FKN00GL23948,5,2,2,2023-12-18 23:45:46+00:00,2024-03-14 02:32:46+00:00,CAR,1,5,1,1,0.19999999996
FKN00GL24483,5,2,2,2023-12-09 05:31:46+00:00,2024-02-23 05:02:46+00:00,MOTOR CYCLE,1,5,1,1,0.19999999996
FKN00GL25416,5,2,2,2023-12-09 04:52:46+00:00,2024-03-29 22:48:46+00:00,MOTOR CYCLE,1,5,1,1,0.19999999996
FKN00GL25420,5,2,1,2023-12-31 05:12:46+00:00,2024-03-26 21:58:46+00:00,CAR,1,5,1,1,0.19999999996
FKN00GL26376,5,2,2,2024-01-04 06:11:46+00:00,2024-03-10 05:14:46+00:00,SCOOTER,1,5,1,1,0.19999999996
FKN00GL26904,5,2,1,2024-01-21 06:53:46+00:00,2024-03-05 06:02:46+00:00,LGV,1,5,1,1,0.19999999996
FKN00GL27503,5,2,2,2024-01-10 19:57:46+00:00,2024-02-08 21:28:46+00:00,SCOOTER,1,5,1,1,0.19999999996
FKN00GL27892,5,2,2,2023-11-11 08:43:46+00:00,2024-03-17 07:47:46+00:00,PASSENGER AUTO,1,5,1,1,0.19999999996
FKN00GL31435,5,2,2,2023-11-24 04:35:46+00:00,2024-03-12 21:01:46+00:00,LGV,1,5,1,1,0.19999999996
FKN00GL31970,5,2,2,2023-11-27 03:18:46+00:00,2024-04-01 05:06:46+00:00,MOTOR CYCLE,1,5,1,1,0.19999999996
FKN00GL33024,5,2,1,2023-12-17 05:12:46+00:00,2024-02-12 20:07:46+00:00,PASSENGER AUTO,1,3,1,1,0.19999999996
FKN00GL33708,5,2,2,2023-11-23 05:13:46+00:00,2024-04-01 02:41:46+00:00,PASSENGER AUTO,1,4,1,1,0.19999999996
FKN00GL34139,5,2,1,2024-01-17 20:44:46+00:00,2024-03-07 22:18:46+00:00,MAXI-CAB,1,5,1,1,0.19999999996
FKN00GL3444,5,2,2,2023-11-14 07:03:46+00:00,2024-03-28 07:44:46+00:00,PASSENGER AUTO,1,5,1,1,0.19999999996
FKN00GL35681,5,2,1,2024-01-18 22:01:46+00:00,2024-02-27 23:55:46+00:00,CAR,1,4,1,1,0.19999999996
FKN00GL36902,5,2,1,2023-12-06 00:53:46+00:00,2024-02-14 00:00:46+00:00,MAXI-CAB,1,4,1,1,0.19999999996
FKN00GL40956,5,2,2,2023-12-06 20:33:46+00:00,2024-04-03 00:53:46+00:00,MOTOR CYCLE,1,5,1,1,0.19999999996
FKN00GL41328,5,2,2,2024-01-10 00:09:46+00:00,2024-03-01 05:00:46+00:00,PASSENGER AUTO,1,5,1,1,0.19999999996
FKN00GL42252,5,2,2,2024-02-17 01:26:46+00:00,2024-03-11 02:16:46+00:00,CAR,1,3,1,1,0.19999999996
FKN00GL43720,5,2,2,2024-01-14 02:07:46+00:00,2024-02-17 22:36:46+00:00,CAR,1,2,1,1,0.19999999996
FKN00GL46407,5,2,2,2024-01-08 05:45:46+00:00,2024-02-12 04:43:46+00:00,PASSENGER AUTO,1,3,1,1,0.19999999996
FKN00GL46945,5,2,2,2024-01-16 05:35:46+00:00,2024-02-19 05:19:46+00:00,SCOOTER,1,3,1,1,0.19999999996
FKN00GL47043,5,2,2,2023-11-30 22:20:46+00:00,2024-04-03 02:56:46+00:00,SCOOTER,1,5,1,1,0.19999999996
FKN00GL47396,5,2,2,2023-11-11 00:17:46+00:00,2024-02-17 23:31:46+00:00,MOTOR CYCLE,1,3,1,1,0.19999999996
FKN00GL4777,5,2,2,2024-01-14 04:28:46+00:00,2024-04-06 05:44:46+00:00,SCOOTER,1,4,1,1,0.19999999996
FKN00GL50019,5,2,2,2023-12-15 23:23:46+00:00,2024-04-03 05:20:46+00:00,MAXI-CAB,1,4,1,1,0.19999999996
FKN00GL55907,5,2,1,2023-12-24 08:58:46+00:00,2024-03-31 06:10:46+00:00,PASSENGER AUTO,1,5,1,1,0.19999999996
FKN00GL57590,5,2,1,2024-02-23 23:39:46+00:00,2024-03-14 03:00:46+00:00,MAXI-CAB,1,2,1,1,0.19999999996
FKN00GL61649,5,2,2,2023-11-19 08:13:46+00:00,2024-04-06 04:38:46+00:00,SCOOTER,1,4,1,1,0.19999999996
FKN00GL61711,5,2,2,2023-12-14 03:52:46+00:00,2024-04-06 00:43:46+00:00,CAR,1,5,1,1,0.19999999996
FKN00GL63681,5,2,1,2024-01-20 21:35:46+00:00,2024-02-26 02:50:46+00:00,CAR,1,2,1,1,0.19999999996
FKN00GL64024,5,2,2,2024-02-26 19:38:46+00:00,2024-03-14 10:51:46+00:00,PRIVATE BUS,1,2,1,1,0.19999999996
FKN00GL6962,5,2,2,2023-11-25 22:58:46+00:00,2024-02-18 21:40:46+00:00,SCOOTER,1,4,1,1,0.19999999996
FKN00GL70073,5,2,2,2023-11-18 22:16:46+00:00,2024-04-07 02:27:46+00:00,CAR,1,4,1,1,0.19999999996
FKN00GL7041,5,2,1,2024-01-26 21:50:46+00:00,2024-03-21 21:29:46+00:00,SCHOOL VEHICLE,1,5,1,1,0.19999999996
FKN00GL70837,5,2,1,2024-03-01 05:43:46+00:00,2024-03-13 21:38:46+00:00,SCOOTER,1,5,1,1,0.19999999996
FKN00GL74756,5,2,1,2023-11-16 06:52:46+00:00,2024-03-31 06:44:46+00:00,SCOOTER,1,4,1,1,0.19999999996
FKN00GL7546,5,2,2,2024-01-16 04:22:46+00:00,2024-03-27 22:27:46+00:00,CAR,1,4,1,1,0.19999999996
FKN00GL7584,5,2,2,2024-03-17 03:13:46+00:00,2024-04-07 04:28:46+00:00,SCOOTER,1,4,1,1,0.19999999996
FKN00GL76660,5,2,2,2023-11-27 19:52:46+00:00,2024-03-05 00:22:46+00:00,CAR,1,3,1,1,0.19999999996
FKN00GL7680,5,2,2,2023-11-30 05:31:46+00:00,2024-03-08 05:23:46+00:00,MOTOR CYCLE,1,5,1,1,0.19999999996
FKN00GL76857,5,2,2,2023-12-16 04:27:46+00:00,2024-03-05 02:19:46+00:00,PASSENGER AUTO,1,5,1,1,0.19999999996
FKN00GL79157,5,2,2,2023-11-17 06:02:46+00:00,2024-03-10 05:28:46+00:00,PASSENGER AUTO,1,4,1,1,0.19999999996
FKN00GL7928,5,2,2,2023-11-15 01:09:46+00:00,2024-02-03 04:14:46+00:00,PASSENGER AUTO,1,2,1,1,0.19999999996
FKN00GL79563,5,2,2,2023-12-06 05:04:46+00:00,2024-02-29 06:39:46+00:00,PASSENGER AUTO,1,5,1,1,0.19999999996
FKN00GL82211,5,2,2,2023-12-10 04:17:46+00:00,2024-03-08 04:00:46+00:00,PASSENGER AUTO,1,4,1,1,0.19999999996
FKN00GL86021,5,2,2,2023-11-28 21:13:46+00:00,2024-01-19 22:46:46+00:00,SCOOTER,1,5,1,1,0.19999999996
FKN00GL88279,5,2,2,2024-03-08 21:41:46+00:00,2024-03-14 21:32:46+00:00,GOODS AUTO,1,4,1,1,0.19999999996
FKN00GL89726,5,2,1,2024-02-15 22:54:46+00:00,2024-03-14 03:01:46+00:00,MAXI-CAB,1,2,1,1,0.19999999996
FKN00GL0047,5,1,1,2024-03-10 07:10:46+00:00,2024-03-10 07:10:46+00:00,SCOOTER,1,1,1,1,0.19999999996
FKN00GL0048,5,1,1,2024-03-10 07:10:46+00:00,2024-03-10 07:10:46+00:00,MOTOR CYCLE,1,1,1,1,0.19999999996
FKN00GL0158,5,1,1,2024-01-19 01:02:46+00:00,2024-03-14 23:18:46+00:00,GOODS AUTO,1,5,1,1,0.19999999996
FKN00GL0622,5,1,1,2023-12-30 02:45:46+00:00,2024-03-15 01:20:46+00:00,SCOOTER,1,4,1,1,0.19999999996
FKN00GL102002,5,1,1,2023-11-18 00:55:46+00:00,2023-12-06 00:48:46+00:00,SCOOTER,1,2,1,1,0.19999999996
FKN00GL102073,5,1,1,2023-11-19 05:57:46+00:00,2024-03-27 06:16:46+00:00,PASSENGER AUTO,1,5,1,1,0.19999999996
FKN00GL102366,5,1,1,2024-03-09 02:12:46+00:00,2024-03-31 05:38:46+00:00,SCOOTER,1,4,1,1,0.19999999996
FKN00GL102591,5,1,1,2023-11-28 01:49:46+00:00,2023-12-06 00:47:46+00:00,SCOOTER,1,2,1,1,0.19999999996
FKN00GL103334,5,1,1,2023-11-22 18:45:46+00:00,2024-01-05 21:08:46+00:00,SCOOTER,1,5,1,1,0.19999999996
FKN00GL10338,5,1,1,2023-12-01 05:53:46+00:00,2024-03-04 03:46:46+00:00,CAR,1,5,1,1,0.19999999996
FKN00GL103515,5,1,1,2023-12-10 09:26:46+00:00,2023-12-10 11:30:46+00:00,CAR,1,1,1,1,0.19999999996
FKN00GL103516,5,1,1,2023-12-10 09:26:46+00:00,2023-12-10 11:30:46+00:00,CAR,1,1,1,1,0.19999999996
FKN00GL103518,5,1,1,2023-12-10 09:28:46+00:00,2023-12-10 11:30:46+00:00,CAR,1,1,1,1,0.19999999996
FKN00GL104286,5,1,1,2023-11-15 02:26:46+00:00,2023-12-21 04:13:46+00:00,SCOOTER,1,5,1,1,0.19999999996
FKN00GL104954,5,1,1,2023-12-27 05:23:46+00:00,2023-12-27 05:23:46+00:00,MOTOR CYCLE,1,1,1,1,0.19999999996
FKN00GL104955,5,1,1,2023-12-27 05:40:46+00:00,2023-12-27 05:40:46+00:00,SCOOTER,1,1,1,1,0.19999999996
FKN00GL104967,5,1,1,2023-12-27 04:56:46+00:00,2024-03-27 03:11:46+00:00,SCOOTER,1,3,1,1,0.19999999996
FKN00GL105053,5,1,1,2023-12-28 04:58:46+00:00,2023-12-28 04:58:46+00:00,CAR,1,1,1,1,0.19999999996
FKN00GL105054,5,1,1,2023-12-28 04:58:46+00:00,2023-12-28 04:58:46+00:00,CAR,1,1,1,1,0.19999999996
FKN00GL105056,5,1,1,2023-12-28 04:59:46+00:00,2023-12-28 04:59:46+00:00,CAR,1,1,1,1,0.19999999996
FKN00GL105057,5,1,1,2023-12-28 05:00:46+00:00,2023-12-28 05:00:46+00:00,CAR,1,1,1,1,0.19999999996
FKN00GL105490,5,1,1,2023-12-13 01:30:46+00:00,2024-03-25 21:51:46+00:00,SCOOTER,1,5,1,1,0.19999999996
FKN00GL105756,5,1,1,2024-01-04 20:32:46+00:00,2024-01-04 20:32:46+00:00,CAR,1,1,1,1,0.19999999996
FKN00GL106682,5,1,1,2023-12-19 21:05:46+00:00,2024-03-26 04:07:46+00:00,SCOOTER,1,4,1,1,0.19999999996
FKN00GL108147,5,1,1,2023-12-04 05:12:46+00:00,2024-03-27 07:34:46+00:00,CAR,1,5,1,1,0.19999999996
FKN00GL108637,5,1,1,2024-01-08 00:20:46+00:00,2024-03-27 07:36:46+00:00,CAR,1,5,1,1,0.19999999996
FKN00GL111827,5,1,1,2023-11-22 03:21:46+00:00,2023-12-14 03:15:46+00:00,SCOOTER,1,2,1,1,0.19999999996
FKN00GL114867,5,1,1,2023-12-19 03:21:46+00:00,2024-01-24 04:48:46+00:00,MOTOR CYCLE,1,5,1,1,0.19999999996
FKN00GL116361,5,1,1,2023-11-26 00:51:46+00:00,2024-01-27 00:04:46+00:00,MOTOR CYCLE,1,5,1,1,0.19999999996
FKN00GL116366,5,1,1,2023-11-15 00:49:46+00:00,2023-12-28 01:24:46+00:00,SCOOTER,1,4,1,1,0.19999999996
FKN00GL11644,5,1,1,2024-01-11 22:53:46+00:00,2024-03-01 22:56:46+00:00,MOTOR CYCLE,1,5,1,1,0.19999999996
FKN00GL11693,5,1,1,2024-01-08 22:10:46+00:00,2024-02-22 22:33:46+00:00,MOTOR CYCLE,1,5,1,1,0.19999999996
FKN00GL122119,5,1,1,2023-11-11 21:57:46+00:00,2024-01-08 20:39:46+00:00,PASSENGER AUTO,1,4,1,1,0.19999999996
