stage5_rank,st_dbscan_cluster_id,cluster_label,records_total,lambda_hr_peak_window,mean_dwell_minutes,mu_departures_per_hour,blocking_vehicles_L,road_class,lane_count,carriageway_width_m,link_length_m,base_capacity_pcu_hr,reduced_capacity_pcu_hr,capacity_loss_pct,free_flow_time_min,delay_minutes_per_vehicle,junction_degree,betweenness_centrality,criticality_factor,growth_pct_change,growth_multiplier,vehicle_width_avg_m,dominant_vehicle_type,unique_vehicles,unique_vehicle_types,geometry_source,centroid_lat,centroid_lon
636,599,JUNCTION::BTP126 - Dairy Circle (Cluster 599),24,0.08888888888888889,94.4,0.635593220338983,0.1398518516318183,road,2,7.0,250.0,3199.999999542857,3198.1267838849635,0.0005853798934876142,0.49999999999998335,0.0002464316859060485,4,0.0,1.0,0.18181818180165288,1.1818181818016529,1.2208333333333334,SCOOTER,24,6,fallback,12.936964445833333,77.60174432916666
637,672,"JUNCTION::BTP001 - 10th Cross, Dr. Rajkumar Road (Cluster 672)",61,0.5,16.0,3.749999999765625,0.1333333333061111,road,2,7.0,250.0,3199.999999542857,3198.1846178107253,0.0005673067916844854,0.49999999999998335,0.00023881658119524125,4,0.0,1.0,-0.3055555555470679,1.0,1.2409836065573772,SCOOTER,59,5,fallback,13.008634959016392,77.55510906721311
638,520,POLICE_STATION::Yelahanka (Cluster 520),15,0.1,94.4,0.635593220338983,0.15733333308579558,road,2,7.0,250.0,3199.999999542857,3198.193273450978,0.000564601904105233,0.49999999999998335,0.00023767691328764427,4,0.0,1.0,-0.928571428505102,1.0,1.0466666666666666,SCOOTER,15,3,fallback,13.093011553333334,77.59401586666667
639,498,"JUNCTION::BTP001 - 10th Cross, Dr. Rajkumar Road (Cluster 498)",31,0.1,94.4,0.635593220338983,0.15733333308579558,road,2,7.0,250.0,3199.999999542857,3198.201440283528,0.0005620497689329262,0.49999999999998335,0.00023660161437041185,4,0.0,1.0,3.1666666661388887,4.166666666138889,1.0419354838709676,SCOOTER,26,5,fallback,13.00439274516129,77.55335160967742
640,512,JUNCTION::BTP184 - Lalbagh West Gate (Cluster 512),31,0.12,94.4,0.635593220338983,0.1887999997029547,road,2,7.0,250.0,3199.999999542857,3198.209235896417,0.0005596136399048657,0.49999999999998335,0.00023557520066844634,4,0.0,1.0,28.999999970999998,29.999999970999998,0.864516129032258,SCOOTER,31,4,fallback,12.948309722580644,77.58003117419355
641,619,JUNCTION::BTP067 - Jai Muni Rao Circle (Cluster 619),15,0.06666666666666667,94.4,0.635593220338983,0.10488888872386372,road,2,7.0,250.0,3199.999999542857,3198.2738281174948,0.0005394285708151259,0.49999999999998335,0.00022707093027317127,4,0.0,1.0,0.1428571428367347,1.1428571428367347,1.5,CAR,14,5,fallback,12.978284626666666,77.54365208666667
642,670,"JUNCTION::BTP206 - Shankara Mutt Circle, Vijayanagar (Cluster 670)",11,0.08,94.4,0.635593220338983,0.12586666646863645,road,2,7.0,250.0,3199.999999542857,3198.3177670265036,0.0005256976617479259,0.49999999999998335,0.0002212861999103992,4,0.0,1.0,3.49999999825,4.49999999825,1.2181818181818183,SCOOTER,11,4,fallback,12.998643900000001,77.54224683636363
643,545,POLICE_STATION::Ashok Nagar (Cluster 545),89,0.275,32.90909090909091,1.8232044198341018,0.15083333325518686,road,2,7.0,250.0,3199.999999542857,3198.3209703307234,0.0005246966291790889,0.49999999999998335,0.00022086448199527253,4,0.0,1.0,-0.10638297872114079,1.0,1.0146067415730338,SCOOTER,75,7,fallback,12.97009369452174,77.60662945821073
644,351,"JUNCTION::BTP197 - 9th Cross, 24th Main, JP Nagar (Cluster 351)",16,0.1,52.0,1.1538461538239646,0.08666666659322221,road,2,7.0,250.0,3199.999999542857,3198.32411383047,0.0005237142855080146,0.49999999999998335,0.0002204506386745624,4,0.0,1.0,0.0,1.0,1.7625,CAR,14,4,fallback,12.91079505625,77.58757633125
645,265,POLICE_STATION::HAL Old Airport (Cluster 265),17,0.1,94.4,0.635593220338983,0.15733333308579558,road,2,7.0,250.0,3199.999999542857,3198.3245978652994,0.0005235630246238632,0.49999999999998335,0.0002203869153589293,4,0.0,1.0,-0.29999999997,1.0,0.9705882352941176,SCOOTER,17,3,fallback,12.958603088235295,77.6681935882353
646,459,POLICE_STATION::Yelahanka (Cluster 459),28,0.05,94.4,0.635593220338983,0.07866666654289779,road,2,7.0,250.0,3199.999999542857,3198.390961178501,0.0005028244892454348,0.49999999999998335,0.0002116504521535508,4,0.0,1.0,2.666666666222222,3.666666666222222,1.864285714285714,MAXI-CAB,28,6,fallback,13.121618392857142,77.63114156071428
647,603,POLICE_STATION::Kodigehalli (Cluster 603),114,0.5666666666666667,10.5,5.714285713741496,0.09916666665875694,road,2,7.0,250.0,3199.999999542857,3198.3956767364257,0.0005013508773937803,0.49999999999998335,0.00021102968944481236,4,0.0,1.0,0.281249999991211,1.281249999991211,1.474561403508772,CAR,110,5,fallback,13.050160621929825,77.5930767368421
648,85,POLICE_STATION::Yeshwanthpura (Cluster 85),43,0.06666666666666667,94.4,0.635593220338983,0.10488888872386372,road,2,7.0,250.0,3199.999999542857,3198.4236972645026,0.0004925944623684897,0.49999999999998335,0.00020734108642844285,4,0.0,1.0,0.0,1.0,1.369767441860465,CAR,43,4,fallback,13.034700225763627,77.55713622360886
649,170,POLICE_STATION::Ashok Nagar (Cluster 170),29,0.1,94.4,0.635593220338983,0.15733333308579558,road,2,7.0,250.0,3199.999999542857,3198.428588314251,0.0004910660093218056,0.49999999999998335,0.00020669724234367618,4,0.0,1.0,0.0,1.0,0.9103448275862069,SCOOTER,29,4,fallback,12.9701121,77.6067946275862
650,736,POLICE_STATION::Whitefield (Cluster 736),33,0.3333333333333333,30.0,1.9999999999333333,0.16666666658888887,road,2,7.0,250.0,3199.999999542857,3198.442943266972,0.00048658008659585583,0.49999999999998335,0.00020480761432629653,4,0.0,1.0,0.0,1.0,0.8515151515151516,MOTOR CYCLE,32,2,fallback,12.987154854545455,77.73461575454546
651,381,"JUNCTION::BTP095 - Satellite Bus Stand, Mysore Road (Cluster 381)",89,0.95,8.0,7.4999999990625,0.1266666666656111,road,2,7.0,250.0,3199.999999542857,3198.4556990617702,0.0004825939007209179,0.49999999999998335,0.0002031285152040029,4,0.0,1.0,-0.6716417910347516,1.0,1.11123595505618,SCOOTER,86,6,fallback,12.953492923259459,77.54273083852891
652,278,POLICE_STATION::HAL Old Airport (Cluster 278),28,0.05,94.4,0.635593220338983,0.07866666654289779,road,2,7.0,250.0,3199.999999542857,3198.464939953874,0.00047970612193815043,0.49999999999998335,0.00020191211061309608,4,0.0,1.0,0.0,1.0,1.7785714285714285,CAR,28,4,fallback,12.936509000000001,77.69272978214285
653,120,POLICE_STATION::K.R. Pura (Cluster 120),103,0.7454545454545455,9.0,6.666666665925926,0.11181818181383334,road,2,7.0,250.0,3199.999999542857,3198.476617170385,0.0004760569917778845,0.49999999999998335,0.00020037502147751018,4,0.0,1.0,-0.38043478260042535,1.0,1.241747572815534,SCOOTER,99,5,fallback,13.005869096116504,77.68609715825242
654,375,POLICE_STATION::High ground (Cluster 375),35,0.05,99.0,0.6060606060544842,0.08249999986470835,road,2,7.0,250.0,3199.999999542857,3198.4871179131173,0.00047277550967350646,0.49999999999998335,0.00019899280826227056,4,0.0,1.0,-0.7037037036776406,1.0,1.6714285714285715,CAR,33,5,fallback,12.989091785714287,77.59888672
655,502,POLICE_STATION::Yelahanka (Cluster 502),33,0.08,94.4,0.635593220338983,0.12586666646863645,road,2,7.0,250.0,3199.999999542857,3198.5102612945443,0.0004655432029765372,0.49999999999998335,0.00019594649396255785,4,0.0,1.0,4.59999999908,5.59999999908,1.0787878787878789,MOTOR CYCLE,33,4,fallback,13.098769045454546,77.57717217878788
656,704,POLICE_STATION::Bellandur (Cluster 704),26,0.06666666666666667,65.0,0.9230769230627218,0.0722222221450926,road,2,7.0,250.0,3199.999999542857,3198.531047163893,0.00045904761880410927,0.49999999999998335,0.00019321055260611587,4,0.0,1.0,0.0,1.0,1.8538461538461537,CAR,25,3,fallback,12.925811646153846,77.6762706576923
657,748,POLICE_STATION::Yeshwanthpura (Cluster 748),16,0.15,32.0,1.8749999999414064,0.07999999995983333,road,2,7.0,250.0,3199.999999542857,3198.535313829725,0.000457714285731492,0.49999999999998335,0.00019264895931043994,4,0.0,1.0,5.999999997,6.999999997,1.66875,PASSENGER AUTO,14,6,fallback,13.03004111875,77.538052775
658,489,POLICE_STATION::Jeevanbheemanagar (Cluster 489),15,0.1,42.5,1.4117647058491352,0.07083333328482638,road,2,7.0,250.0,3199.999999542857,3198.5545138299744,0.00045171428565271565,0.49999999999998335,0.00019012181787654548,4,0.0,1.0,0.0,1.0,1.8599999999999999,CAR,13,3,fallback,12.968507353333333,77.64991641333334
659,629,POLICE_STATION::Jeevanbheemanagar (Cluster 629),59,0.64,9.0,6.666666665925926,0.09599999999626667,road,2,7.0,250.0,3199.999999542857,3198.559357993688,0.00045020048449195826,0.49999999999998335,0.00018948422708925863,4,0.0,1.0,-0.4473684210408588,1.0,1.3677966101694916,CAR,58,6,fallback,12.9697997779661,77.63991479661017
660,269,JUNCTION::BTP167 - JC Road Junction (Cluster 269),19,0.1,94.4,0.635593220338983,0.15733333308579558,road,2,7.0,250.0,3199.999999542857,3198.573636838742,0.0004457383454119501,0.49999999999998335,0.00018760485725620766,4,0.0,1.0,-0.8823529411245675,1.0,0.8263157894736842,SCOOTER,19,2,fallback,12.958134836842104,77.58125566842105
661,165,JUNCTION::BTP104 - Medical College Circle (Cluster 165),335,1.0357142857142858,5.0,11.9999999976,0.08630952381959327,road,2,7.0,250.0,3199.999999542857,3198.5810047212876,0.0004434358821161499,0.49999999999998335,0.00018663511285815828,4,0.0,1.0,2.6282051281040433,3.6282051281040433,1.498507462686567,SCOOTER,322,16,fallback,12.959297089850745,77.57687235044776
662,568,POLICE_STATION::Hebbala (Cluster 568),24,0.06666666666666667,94.4,0.635593220338983,0.10488888872386372,road,2,7.0,250.0,3199.999999542857,3198.585497958185,0.00044203174558554714,0.49999999999998335,0.000186043726380885,4,0.0,1.0,0.0,1.0,1.2291666666666667,SCOOTER,24,3,fallback,13.0498004125,77.59312290833333
663,395,POLICE_STATION::Jeevanbheemanagar (Cluster 395),15,0.1,94.4,0.635593220338983,0.15733333308579558,road,2,7.0,250.0,3199.999999542857,3198.596046783562,0.00043873523765469713,0.49999999999998335,0.00018465533154312928,4,0.0,1.0,0.0,1.0,0.8133333333333334,SCOOTER,15,2,fallback,12.971677306666667,77.65810464666667
664,724,POLICE_STATION::Jeevanbheemanagar (Cluster 724),17,0.05,94.4,0.635593220338983,0.07866666654289779,road,2,7.0,250.0,3199.999999542857,3198.6546012260305,0.00042043697438065575,0.49999999999998335,0.0001769488862373988,4,0.0,1.0,0.0,1.0,1.5588235294117647,PASSENGER AUTO,17,5,fallback,12.960150303802848,77.64914358117646
665,204,POLICE_STATION::Electronic City (Cluster 204),16,0.06666666666666667,94.4,0.635593220338983,0.10488888872386372,road,2,7.0,250.0,3199.999999542857,3198.655024307262,0.00042030476149590434,0.49999999999998335,0.00017689320543080224,4,0.0,1.0,-0.7692307691715976,1.0,1.16875,MOTOR CYCLE,16,5,fallback,12.84256404375,77.644265875
666,216,JUNCTION::BTP042 - Minsk Square Junction (CTO) (Cluster 216),19,0.06666666666666667,94.4,0.635593220338983,0.10488888872386372,road,2,7.0,250.0,3199.999999542857,3198.691743304688,0.0004088300747986384,0.49999999999998335,0.00017206078506326033,4,0.0,1.0,0.0,1.0,1.1368421052631579,SCOOTER,19,5,fallback,12.981593357894738,77.59857037894737
667,678,POLICE_STATION::Jeevanbheemanagar (Cluster 678),45,0.4888888888888889,8.0,7.4999999990625,0.06518518518464197,road,2,7.0,250.0,3199.999999542857,3198.8159882557275,0.000370003527593199,0.49999999999998335,0.00015571075527615202,4,0.0,1.0,5.999999998,6.999999998,1.6555555555555554,CAR,43,6,fallback,12.970349842224538,77.64653041019761
668,663,"JUNCTION::BTP001 - 10th Cross, Dr. Rajkumar Road (Cluster 663)",18,0.04,94.4,0.635593220338983,0.06293333323431823,road,2,7.0,250.0,3199.999999542857,3198.849218592615,0.00035961904731429684,0.49999999999998335,0.00015133814078481075,4,0.0,1.0,3.9999999986666666,4.999999998666667,1.6666666666666667,CAR,18,3,fallback,13.004348772222222,77.5535214611111
669,697,JUNCTION::BTP076 - Hudson Circle (Cluster 697),36,0.06666666666666667,77.66666666666667,0.7725321888312549,0.08629629618570166,road,2,7.0,250.0,3199.999999542857,3198.8506972518894,0.0003591569662910743,0.49999999999998335,0.00015114357467037318,4,0.0,1.0,-0.9411764705605538,1.0,1.213888888888889,SCOOTER,33,6,fallback,12.96800438888889,77.58866055555556
670,517,"JUNCTION::BTP210 - 50th cross, 12th Main , Rajajinagar (Cluster 517)",19,0.04,94.4,0.635593220338983,0.06293333323431823,road,2,7.0,250.0,3199.999999542857,3198.8661774697766,0.00035431939820063096,0.49999999999998335,0.00014910666123982123,4,0.0,1.0,-0.9444444443919753,1.0,1.6421052631578947,CAR,19,6,fallback,12.987202736842105,77.55577327894737
671,743,POLICE_STATION::Jeevanbheemanagar (Cluster 743),40,1.9333333333333333,2.0,29.999999985,0.06444444447451853,road,2,7.0,250.0,3199.999999542857,3198.88286430456,0.0003491047623300769,0.49999999999998335,0.000146911013546704,4,0.0,1.0,0.0,1.0,1.5799999999999998,CAR,39,5,fallback,12.970927981261351,77.64723041842696
672,404,"JUNCTION::BTP145 - Sri Hatti Maramma Circle, Domluru (Cluster 404)",24,0.04,94.4,0.635593220338983,0.06293333323431823,road,2,7.0,250.0,3199.999999542857,3198.8981267830004,0.0003443352378167397,0.49999999999998335,0.0001449028134361537,4,0.0,1.0,-0.9090909090495868,1.0,1.5958333333333332,CAR,20,5,fallback,12.961136675,77.63670395833333
673,283,POLICE_STATION::Yelahanka (Cluster 283),17,0.06666666666666667,94.4,0.635593220338983,0.10488888872386372,road,2,7.0,250.0,3199.999999542857,3198.923680889396,0.00033634957956696354,0.49999999999998335,0.0001415405326621275,4,0.0,1.0,0.0,1.0,0.9352941176470588,SCOOTER,17,4,fallback,13.1217463,77.6309057352941
674,656,POLICE_STATION::Yeshwanthpura (Cluster 656),20,0.11428571428571428,27.5,2.181818181738843,0.0523809523588492,road,2,7.0,250.0,3199.999999542857,3198.933942400754,0.00033314285726715465,0.49999999999998335,0.00014019039819812096,4,0.0,1.0,0.0,1.0,1.855,CAR,18,3,fallback,13.018380845701802,77.55846866452403
675,30,POLICE_STATION::HSR Layout (Cluster 30),38,0.04,94.4,0.635593220338983,0.06293333323431823,road,2,7.0,250.0,3199.999999542857,3198.9824669131694,0.00031797894713514463,0.49999999999998335,0.00013380608148680028,4,0.0,1.0,7.499999998125,8.499999998125,1.4736842105263157,CAR,38,8,fallback,12.892326886490416,77.6378391755341
676,97,JUNCTION::BTP048 - Shanthala Junction (Cluster 97),148,0.48333333333333334,7.0,8.571428570204082,0.05638888889036574,road,2,7.0,250.0,3199.999999542857,3199.0373040476115,0.0003008423426196227,0.49999999999998335,0.00012659158369498182,4,0.0,1.0,3.1249999998046873,4.124999999804688,1.5560810810810812,PASSENGER AUTO,144,7,fallback,12.976944883783784,77.57076306554055
677,339,POLICE_STATION::Rajajinagar (Cluster 339),58,0.2,20.0,2.99999999985,0.06666666664777778,road,2,7.0,250.0,3199.999999542857,3199.088235996578,0.00028492610856534206,0.49999999999998335,0.00011989120656311016,4,0.0,1.0,-0.54999999998625,1.0,1.246551724137931,SCOOTER,54,7,fallback,13.00851821551724,77.54295425172414
678,503,JUNCTION::BTP192 - Urvashi Theater (Cluster 503),21,0.2571428571428571,13.0,4.615384615029586,0.05571428570649999,road,2,7.0,250.0,3199.999999542857,3199.1616928376743,0.0002619708457194392,0.49999999999998335,0.00011022814252000212,4,0.0,1.0,-0.24999999997916666,1.0,1.3714285714285714,SCOOTER,20,5,fallback,12.955193685714287,77.5856248904762
679,371,POLICE_STATION::Basavanagudi (Cluster 371),30,0.25,11.0,5.454545454049587,0.04583333332909722,road,2,7.0,250.0,3199.999999542857,3199.171961447932,0.0002587619050133938,0.49999999999998335,0.00010887738762758474,4,0.0,1.0,-0.9285714285382654,1.0,1.6466666666666667,CAR,28,6,fallback,12.94239615,77.56747236333334
680,696,JUNCTION::BTP171 - Indian Express (Balekundri) (Cluster 696),24,0.2,16.0,3.749999999765625,0.05333333332244445,road,2,7.0,250.0,3199.999999542857,3199.2051804956272,0.00024838095260726334,0.49999999999998335,0.00010450777591120994,4,0.0,1.0,-0.9565217390888469,1.0,1.3583333333333334,PASSENGER AUTO,23,5,fallback,12.989313475000001,77.5991698875
681,121,JUNCTION::BTP067 - Jai Muni Rao Circle (Cluster 121),31,1.04,3.0,19.999999993333333,0.05200000001473334,road,2,7.0,250.0,3199.999999542857,3199.3098612940107,0.00021566820310769952,0.49999999999998335,9.073905831062189e-05,4,0.0,1.0,-0.7599999999696,1.0,1.2096774193548387,SCOOTER,29,6,fallback,12.978209904133,77.54391492933824
682,279,POLICE_STATION::HAL Old Airport (Cluster 279),89,0.8222222222222222,2.5,23.9999999904,0.034259259271535496,road,2,7.0,250.0,3199.999999542857,3199.326384418856,0.0002105047265928972,0.49999999999998335,8.856589190133918e-05,4,0.0,1.0,0.170731707312909,1.170731707312909,1.7921348314606742,CAR,87,9,fallback,12.942963473252652,77.69740347977452
683,365,POLICE_STATION::HAL Old Airport (Cluster 365),222,2.84,1.0,59.999999939999995,0.04733333337987778,road,2,7.0,250.0,3199.999999542857,3199.3852437123123,0.00019211119738504756,0.49999999999998335,8.082484175779123e-05,4,0.0,1.0,0.0,1.0,1.183783783783784,SCOOTER,211,9,fallback,12.934144997700978,77.69071524913755
684,553,JUNCTION::BTP048 - Shanthala Junction (Cluster 553),113,0.09090909090909091,23.0,2.6086956520604914,0.034848484836641415,road,2,7.0,250.0,3199.999999542857,3199.399086544727,0.00018778531225482897,0.49999999999998335,7.900432616994205e-05,4,0.0,1.0,1.0681818181332645,2.0681818181332643,1.5716814159292034,PASSENGER AUTO,111,5,fallback,12.977052076991152,77.57076004955752
685,416,JUNCTION::BTP034 - LRDE Junction (Cluster 416),31,0.36666666666666664,5.0,11.9999999976,0.03055555555912037,road,2,7.0,250.0,3199.999999542857,3199.432257607469,0.00017741935514647977,0.49999999999998335,7.46419926039474e-05,4,0.0,1.0,8.333333330555556,9.333333330555556,1.6935483870967742,CAR,30,7,fallback,12.98894868064516,77.59245887096773
686,654,POLICE_STATION::Malleshwaram (Cluster 654),48,2.1,1.0,59.999999939999995,0.035000000034416674,road,2,7.0,250.0,3199.999999542857,3199.5319995425307,0.00014625000043533287,0.49999999999998335,6.152575939606181e-05,4,0.0,1.0,45.999999953999996,46.999999953999996,1.21875,CAR,47,3,fallback,13.005530591666668,77.56884992291667
687,8,POLICE_STATION::Sheshadripuram (Cluster 8),59,1.32,2.0,29.999999985,0.044000000020533336,road,2,7.0,250.0,3199.999999542857,3199.553257847861,0.0001396067800186751,0.49999999999998335,5.873042120123877e-05,4,0.0,1.0,2.5384615382662723,3.5384615382662723,0.9254237288135594,SCOOTER,49,5,fallback,12.996288523728815,77.56310235423729
688,600,POLICE_STATION::Electronic City (Cluster 600),15,1.3,1.0,59.999999939999995,0.021666666687972225,road,2,7.0,250.0,3199.999999542857,3199.614902399731,0.00012034285755657681,0.49999999999998335,5.06248642126411e-05,4,0.0,1.0,0.0,1.0,1.6199999999999999,CAR,14,4,fallback,12.84190078,77.64495741333333
689,602,POLICE_STATION::HAL Old Airport (Cluster 602),88,1.225,1.0,59.999999939999995,0.020416666686743058,road,2,7.0,250.0,3199.999999542857,3199.6301449971447,0.00011557954586405295,0.49999999999998335,4.8620711261911414e-05,4,0.0,1.0,27.33333332422222,28.33333332422222,1.6511363636363634,CAR,87,8,fallback,12.947538113636364,77.69894035
690,376,JUNCTION::BTP042 - Minsk Square Junction (CTO) (Cluster 376),65,0.76,3.0,19.999999993333333,0.03800000001076667,road,2,7.0,250.0,3199.999999542857,3199.642094663737,0.00011184527505336828,0.49999999999998335,4.704954583617592e-05,4,0.0,1.0,-0.9843749999846191,1.0,0.8584615384615385,SCOOTER,56,3,fallback,12.981212584615385,77.59850144307691
691,409,POLICE_STATION::Electronic City (Cluster 409),62,0.26666666666666666,6.0,9.999999998333333,0.026666666668444444,road,2,7.0,250.0,3199.999999542857,3199.666845625879,0.00010411059938297829,0.49999999999998335,4.3795299382146315e-05,4,0.0,1.0,8.333333331944445,9.333333331944445,1.1387096774193548,MOTOR CYCLE,60,8,fallback,12.841874812903225,77.6460336467742
692,276,POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 276),171,0.3875,3.7142857142857144,16.153846149497042,0.023988095243068594,road,2,7.0,250.0,3199.999999542857,3199.712190496454,8.994032732634327e-05,0.49999999999998335,3.783357795411265e-05,4,0.0,1.0,-0.0568181818168905,1.0,1.0935672514619883,SCOOTER,159,10,fallback,12.99590419883041,77.61324382865497
693,10,POLICE_STATION::HAL Old Airport (Cluster 10),146,0.6666666666666666,1.5,39.99999997333333,0.016666666677361112,road,2,7.0,250.0,3199.999999542857,3199.7134398558665,8.954990250986672e-05,0.49999999999998335,3.766932203090753e-05,4,0.0,1.0,-0.4301075268770956,1.0,1.5671232876712327,CAR,144,10,fallback,12.938897020651957,77.6974747171149
694,499,POLICE_STATION::Mahadevapura (Cluster 499),24,0.36,2.0,29.999999985,0.0120000000056,road,2,7.0,250.0,3199.999999542857,3199.748205257097,7.868571462366081e-05,0.49999999999998335,3.309872148823946e-05,4,0.0,1.0,0.0,1.0,1.9124999999999999,MAXI-CAB,21,4,fallback,12.979520941666665,77.69468161666667
695,314,POLICE_STATION::Banaswadi (Cluster 314),83,0.8,1.0,59.999999939999995,0.013333333346444447,road,2,7.0,250.0,3199.999999542857,3199.7675286304748,7.264716044230735e-05,0.49999999999998335,3.055834833763159e-05,4,0.0,1.0,-0.7230769230657987,1.0,1.5891566265060242,CAR,79,6,fallback,12.993233114457832,77.66151085060241
696,349,JUNCTION::BTP192 - Urvashi Theater (Cluster 349),18,0.2,4.0,14.99999999625,0.013333333335777778,road,2,7.0,250.0,3199.999999542857,3199.773256685737,7.085714317256464e-05,0.49999999999998335,2.9805311081311356e-05,4,0.0,1.0,15.999999983999999,16.999999984,1.5499999999999998,CAR,17,6,fallback,12.958000227777779,77.58638065555556
697,124,POLICE_STATION::Yelahanka (Cluster 124),201,0.01818181818181818,42.5,1.4117647058491352,0.012878787869968432,road,2,7.0,250.0,3199.999999542857,3199.8087190623296,5.977515048583015e-05,0.49999999999998335,2.5143352827789174e-05,4,0.0,1.0,0.3039215686185122,1.3039215686185122,1.3537313432835822,SCOOTER,177,12,fallback,13.096978499502487,77.59961406169154
698,539,POLICE_STATION::Rajajinagar (Cluster 539),19,0.3333333333333333,2.0,29.999999985,0.011111111116296295,road,2,7.0,250.0,3199.999999542857,3199.8466561844334,4.791979982665673e-05,0.49999999999998335,2.015623781336839e-05,4,0.0,1.0,0.0,1.0,1.2578947368421052,SCOOTER,18,5,fallback,13.00846942631579,77.5427853263158
699,427,JUNCTION::BTP052 - CID Carlton House Junction (Cluster 427),34,0.44,1.0,59.999999939999995,0.007333333340544445,road,2,7.0,250.0,3199.999999542857,3199.8556499629244,4.510924404788064e-05,0.49999999999998335,1.897396622725748e-05,4,0.0,1.0,-0.9374999999707032,1.0,1.7941176470588236,CAR,33,6,fallback,12.981026276470587,77.58851119411764
700,385,POLICE_STATION::Yeshwanthpura (Cluster 385),55,0.8222222222222222,1.0,59.999999939999995,0.013703703717179013,road,2,7.0,250.0,3199.999999542857,3199.8592180131773,4.399422834366895e-05,0.49999999999998335,1.8504933261653197e-05,4,0.0,1.0,0.49999999997727274,1.4999999999772728,0.9363636363636364,MOTOR CYCLE,50,4,fallback,13.027546856363637,77.54267219636364
701,14,POLICE_STATION::Bellandur (Cluster 14),71,0.37777777777777777,1.0,59.999999939999995,0.006296296302487655,road,2,7.0,250.0,3199.999999542857,3199.8765323395514,3.8583501350997196e-05,0.49999999999998335,1.6228926312402154e-05,4,0.0,1.0,33.999999966,34.999999966,1.7873239436619717,CAR,67,7,fallback,12.926210317986348,77.67699707755419
702,750,JUNCTION::BTP074 - Leprosy Hospital Junction (Cluster 750),48,0.3,2.0,29.999999985,0.010000000004666667,road,2,7.0,250.0,3199.999999542857,3199.8889138285513,3.471428603796234e-05,0.49999999999998335,1.4601375437809998e-05,4,0.0,1.0,0.5263157894459833,1.5263157894459833,1.0125,SCOOTER,46,6,fallback,12.975731395900466,77.55932123645833
703,171,POLICE_STATION::HAL Old Airport (Cluster 171),109,0.2714285714285714,1.0,59.999999939999995,0.004523809528257937,road,2,7.0,250.0,3199.999999542857,3199.9120723381525,2.747725178653404e-05,0.49999999999998335,1.1557234340999372e-05,4,0.0,1.0,-0.2325581395294754,1.0,1.771559633027523,CAR,108,9,fallback,12.97197022293578,77.71176844220184
704,116,POLICE_STATION::HAL Old Airport (Cluster 116),66,0.08,3.0,19.999999993333333,0.004000000001133333,road,2,7.0,250.0,3199.999999542857,3199.9172816207792,2.5849350965501117e-05,0.49999999999998335,1.0872493729640803e-05,4,0.0,1.0,0.0,1.0,1.8848484848484848,CAR,65,9,fallback,12.95080218787879,77.69982016666667
705,488,"JUNCTION::BTP115 - Sahasra Hospital, Jayanagar (Cluster 488)",83,0.4105263157894737,1.0,59.999999939999995,0.006842105269885966,road,2,7.0,250.0,3199.999999542857,3199.920047952983,2.4984872151634363e-05,0.49999999999998335,1.0508871178362617e-05,4,0.0,1.0,0.1282051281985536,1.1282051281985537,1.0650602409638554,SCOOTER,78,8,fallback,12.917285903215127,77.573532282491
706,754,POLICE_STATION::Jeevanbheemanagar (Cluster 754),32,0.2,1.0,59.999999939999995,0.0033333333366111118,road,2,7.0,250.0,3199.999999542857,3199.939313828529,1.896428604264422e-05,0.49999999999998335,7.976481335804932e-06,4,0.0,1.0,29.999999969999998,30.999999969999998,1.659375,CAR,29,5,fallback,12.968520546875,77.649979059375
707,306,POLICE_STATION::Peenya (Cluster 306),53,0.1,3.0,19.999999993333333,0.005000000001416667,road,2,7.0,250.0,3199.999999542857,3199.9520771708894,1.4975741554512645e-05,0.49999999999998335,6.298838719156276e-06,4,0.0,1.0,0.0,1.0,0.8735849056603774,MOTOR CYCLE,52,3,fallback,13.04701125283019,77.50105121509435
708,297,POLICE_STATION::Mahadevapura (Cluster 297),30,0.08,2.0,29.999999985,0.0026666666679111112,road,2,7.0,250.0,3199.999999542857,3199.9538707809443,1.4415238412279763e-05,0.49999999999998335,6.06308422578896e-06,4,0.0,1.0,-0.3333333333148148,1.0,1.5766666666666667,CAR,29,7,fallback,12.97907067,77.69527874333333
709,214,POLICE_STATION::Mahadevapura (Cluster 214),63,0.08571428571428572,1.0,59.999999939999995,0.0014285714299761907,road,2,7.0,250.0,3199.999999542857,3199.9742005146563,8.062196626412721e-06,0.49999999999998335,3.39094578242871e-06,4,0.0,1.0,0.6249999999739584,1.6249999999739584,1.6460317460317462,PASSENGER AUTO,60,6,fallback,13.000515276190477,77.67714484126985
710,54,"JUNCTION::BTP099 - Cash Pharmacy, Residency Road (Cluster 54)",17,0.0,94.4,0.635593220338983,0.0,road,2,7.0,250.0,3199.999999542857,3199.999999542857,3.1252778143198157e-13,0.49999999999998335,0.0,4,0.0,1.0,0.0,1.0,1.4058823529411764,SCHOOL VEHICLE,16,5,fallback,12.968707611764707,77.60151334705881
