id,st_dbscan_cluster_id,canonical_vehicle_number,canonical_vehicle_type,service_date,created_datetime_ist,created_datetime_ist_naive,prev_created_datetime_ist,gap_minutes,gap_hours,latitude,longitude,junction_name,police_station,severity_score,hotspot_unit
FKID248552,131,FKN00GL187187,SCOOTER,2024-01-18,2024-01-18 12:47:46+05:30,2024-01-18 12:47:46,2024-01-18 11:44:46,63.0,1.05,12.9436483,77.5716818,BTP108 - Tagore Park Junction,Basavanagudi,1,JUNCTION::BTP108 - Tagore Park Junction
FKID250102,131,FKN00GL199726,SCOOTER,2024-01-18,2024-01-18 12:23:46+05:30,2024-01-18 12:23:46,2024-01-18 12:06:46,17.0,0.2833333333333333,12.9451422,77.571059,BTP108 - Tagore Park Junction,Basavanagudi,2,JUNCTION::BTP108 - Tagore Park Junction
FKID270373,131,FKN00GL213910,SCOOTER,2024-01-11,2024-01-11 10:35:46+05:30,2024-01-11 10:35:46,2024-01-11 10:33:46,2.0,0.03333333333333333,12.9438837,77.5711574,BTP108 - Tagore Park Junction,Basavanagudi,5,JUNCTION::BTP108 - Tagore Park Junction
FKID287037,131,FKN00GL225335,CAR,2023-12-25,2023-12-25 02:42:46+05:30,2023-12-25 02:42:46,2023-12-25 02:36:46,6.0,0.1,12.9451028,77.571019,BTP108 - Tagore Park Junction,Basavanagudi,1,JUNCTION::BTP108 - Tagore Park Junction
FKID265133,133,FKN00GL0907,SCOOTER,2024-01-18,2024-01-18 10:07:46+05:30,2024-01-18 10:07:46,2024-01-18 04:12:46,355.0,5.916666666666667,12.9335836,77.6910753,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID018353,133,FKN00GL0933,MOTOR CYCLE,2024-01-13,2024-01-13 05:46:46+05:30,2024-01-13 05:46:46,2024-01-13 05:13:46,33.0,0.55,12.9334261,77.690975,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID018967,133,FKN00GL10028,SCOOTER,2024-01-12,2024-01-12 09:38:46+05:30,2024-01-12 09:38:46,2024-01-12 04:47:46,291.0,4.85,12.93341,77.6910769,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID248539,133,FKN00GL10031,MOTOR CYCLE,2024-01-18,2024-01-18 10:05:46+05:30,2024-01-18 10:05:46,2024-01-18 03:12:46,413.0,6.883333333333334,12.9335022,77.6909891,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID244199,133,FKN00GL104461,MOTOR CYCLE,2024-01-16,2024-01-16 07:11:46+05:30,2024-01-16 07:11:46,2024-01-16 02:46:46,265.0,4.416666666666667,12.9330332,77.6913351,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID266391,133,FKN00GL104461,MOTOR CYCLE,2024-01-16,2024-01-16 09:12:46+05:30,2024-01-16 09:12:46,2024-01-16 07:11:46,121.0,2.0166666666666666,12.9329964,77.6912857,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID227498,133,FKN00GL135201,SCOOTER,2024-01-06,2024-01-06 09:25:46+05:30,2024-01-06 09:25:46,2024-01-06 05:53:46,212.0,3.533333333333333,12.9331008,77.6912405,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID218224,133,FKN00GL14092,SCOOTER,2024-01-02,2024-01-02 10:52:46+05:30,2024-01-02 10:52:46,2024-01-02 01:20:46,572.0,9.533333333333333,12.9336121,77.6908721,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID018992,133,FKN00GL14092,SCOOTER,2024-01-12,2024-01-12 09:29:46+05:30,2024-01-12 09:29:46,2024-01-12 04:27:46,302.0,5.033333333333333,12.9334596,77.6910403,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID250500,133,FKN00GL14232,SCOOTER,2024-01-18,2024-01-18 03:12:46+05:30,2024-01-18 03:12:46,2024-01-18 03:11:46,1.0,0.016666666666666666,12.9337889,77.6910399,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID266384,133,FKN00GL14237,MOTOR CYCLE,2024-01-16,2024-01-16 09:17:46+05:30,2024-01-16 09:17:46,2024-01-16 07:10:46,127.0,2.1166666666666667,12.9330212,77.6912943,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID227488,133,FKN00GL16984,MOTOR CYCLE,2024-01-06,2024-01-06 09:25:46+05:30,2024-01-06 09:25:46,2024-01-06 05:52:46,213.0,3.55,12.9331106,77.6912313,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID240761,133,FKN00GL16984,MOTOR CYCLE,2024-01-12,2024-01-12 09:31:46+05:30,2024-01-12 09:31:46,2024-01-12 01:40:46,471.0,7.85,12.9331523,77.6911199,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID018436,133,FKN00GL17057,SCOOTER,2024-01-13,2024-01-13 04:35:46+05:30,2024-01-13 04:35:46,2024-01-13 04:18:46,17.0,0.2833333333333333,12.9337262,77.6908415,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID266454,133,FKN00GL17250,SCOOTER,2024-01-16,2024-01-16 08:42:46+05:30,2024-01-16 08:42:46,2024-01-16 07:11:46,91.0,1.5166666666666666,12.9329964,77.6912857,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID018376,133,FKN00GL17285,SCOOTER,2024-01-13,2024-01-13 05:27:46+05:30,2024-01-13 05:27:46,2024-01-13 04:18:46,69.0,1.15,12.9334261,77.690975,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID223463,133,FKN00GL176966,CAR,2024-01-02,2024-01-02 10:51:46+05:30,2024-01-02 10:51:46,2024-01-02 01:21:46,570.0,9.5,12.9338405,77.690742,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID018933,133,FKN00GL17806,SCOOTER,2024-01-12,2024-01-12 10:00:46+05:30,2024-01-12 10:00:46,2024-01-12 04:23:46,337.0,5.616666666666666,12.9335898,77.6910414,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID018940,133,FKN00GL17813,SCOOTER,2024-01-12,2024-01-12 09:59:46+05:30,2024-01-12 09:59:46,2024-01-12 04:16:46,343.0,5.716666666666667,12.9337195,77.6911678,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID018960,133,FKN00GL17833,SCOOTER,2024-01-12,2024-01-12 09:46:46+05:30,2024-01-12 09:46:46,2024-01-12 06:01:46,225.0,3.75,12.9326388,77.6913888,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID248892,133,FKN00GL17841,SCOOTER,2024-01-18,2024-01-18 09:39:46+05:30,2024-01-18 09:39:46,2024-01-18 03:48:46,351.0,5.85,12.9332887,77.6912156,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID241835,133,FKN00GL17864,SCOOTER,2024-01-11,2024-01-11 11:07:46+05:30,2024-01-11 11:07:46,2024-01-11 08:56:46,131.0,2.183333333333333,12.93358,77.6908167,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID019004,133,FKN00GL17869,SCOOTER,2024-01-12,2024-01-12 09:23:46+05:30,2024-01-12 09:23:46,2024-01-12 03:58:46,325.0,5.416666666666667,12.9339492,77.6906505,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID248924,133,FKN00GL18168,SCOOTER,2024-01-18,2024-01-18 10:11:46+05:30,2024-01-18 10:11:46,2024-01-18 04:10:46,361.0,6.016666666666667,12.9336476,77.6910366,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID223585,133,FKN00GL18219,MOTOR CYCLE,2024-01-06,2024-01-06 04:32:46+05:30,2024-01-06 04:32:46,2024-01-06 04:31:46,1.0,0.016666666666666666,12.9338505,77.691304,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID241997,133,FKN00GL18425,CAR,2024-01-11,2024-01-11 11:31:46+05:30,2024-01-11 11:31:46,2024-01-11 10:33:46,58.0,0.9666666666666667,12.9332017,77.696005,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID241948,133,FKN00GL18463,SCOOTER,2024-01-11,2024-01-11 11:07:46+05:30,2024-01-11 11:07:46,2024-01-11 08:57:46,130.0,2.1666666666666665,12.9338,77.6904783,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID233728,133,FKN00GL185292,SCOOTER,2024-01-06,2024-01-06 09:06:46+05:30,2024-01-06 09:06:46,2024-01-06 03:55:46,311.0,5.183333333333334,12.9340245,77.6906226,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID238143,133,FKN00GL191096,MOTOR CYCLE,2024-01-10,2024-01-10 03:58:46+05:30,2024-01-10 03:58:46,2024-01-10 03:43:46,15.0,0.25,12.936377,77.6927175,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID244192,133,FKN00GL19672,SCOOTER,2024-01-16,2024-01-16 07:06:46+05:30,2024-01-16 07:06:46,2024-01-16 02:47:46,259.0,4.316666666666666,12.9330332,77.6913351,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID266390,133,FKN00GL19672,SCOOTER,2024-01-16,2024-01-16 09:13:46+05:30,2024-01-16 09:13:46,2024-01-16 07:06:46,127.0,2.1166666666666667,12.9330212,77.6912943,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID247350,133,FKN00GL197013,CAR,2024-01-16,2024-01-16 07:49:46+05:30,2024-01-16 07:49:46,2024-01-16 06:15:46,94.0,1.5666666666666667,12.9305166,77.6857247,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID249752,133,FKN00GL199492,MOTOR CYCLE,2024-01-18,2024-01-18 10:36:46+05:30,2024-01-18 10:36:46,2024-01-18 03:33:46,423.0,7.05,12.9329739,77.6912303,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID265664,133,FKN00GL199536,CAR,2024-01-17,2024-01-17 08:31:46+05:30,2024-01-17 08:31:46,2024-01-17 08:29:46,2.0,0.03333333333333333,12.9328393,77.6886992,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID256444,133,FKN00GL204110,SCOOTER,2024-01-19,2024-01-19 04:07:46+05:30,2024-01-19 04:07:46,2024-01-19 03:51:46,16.0,0.26666666666666666,12.9338658,77.6907788,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID256976,133,FKN00GL204377,MOTOR CYCLE,2024-01-19,2024-01-19 05:00:46+05:30,2024-01-19 05:00:46,2024-01-19 04:12:46,48.0,0.8,12.9336163,77.6910537,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID266469,133,FKN00GL20697,SCOOTER,2024-01-16,2024-01-16 08:39:46+05:30,2024-01-16 08:39:46,2024-01-16 06:38:46,121.0,2.0166666666666666,12.9333268,77.6910896,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID256929,133,FKN00GL20708,SCOOTER,2024-01-19,2024-01-19 04:51:46+05:30,2024-01-19 04:51:46,2024-01-19 04:50:46,1.0,0.016666666666666666,12.9333762,77.6912121,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID252221,133,FKN00GL26138,SCOOTER,2024-01-19,2024-01-19 05:44:46+05:30,2024-01-19 05:44:46,2024-01-19 05:43:46,1.0,0.016666666666666666,12.932868,77.6914236,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID289166,133,FKN00GL2794,SCOOTER,2023-12-27,2023-12-27 10:06:46+05:30,2023-12-27 10:06:46,2023-12-27 09:57:46,9.0,0.15,12.933414,77.6912682,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID241101,133,FKN00GL2855,SCOOTER,2024-01-12,2024-01-12 09:54:46+05:30,2024-01-12 09:54:46,2024-01-12 03:51:46,363.0,6.05,12.9329289,77.6913582,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID255547,133,FKN00GL33311,SCOOTER,2024-01-18,2024-01-18 10:39:46+05:30,2024-01-18 10:39:46,2024-01-18 04:32:46,367.0,6.116666666666666,12.9332842,77.6912287,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID265148,133,FKN00GL35330,SCOOTER,2024-01-18,2024-01-18 09:45:46+05:30,2024-01-18 09:45:46,2024-01-18 03:14:46,391.0,6.516666666666667,12.9335707,77.6909154,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID019348,133,FKN00GL3670,MOTOR CYCLE,2024-01-12,2024-01-12 04:16:46+05:30,2024-01-12 04:16:46,2024-01-12 04:14:46,2.0,0.03333333333333333,12.9333257,77.6911037,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID019593,133,FKN00GL3695,SCOOTER,2024-01-11,2024-01-11 11:18:46+05:30,2024-01-11 11:18:46,2024-01-11 09:00:46,138.0,2.3,12.9337767,77.690275,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID251573,133,FKN00GL37361,SCOOTER,2024-01-18,2024-01-18 11:42:46+05:30,2024-01-18 11:42:46,2024-01-18 04:06:46,456.0,7.6,12.9335888,77.6907315,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID018988,133,FKN00GL4216,MOTOR CYCLE,2024-01-12,2024-01-12 09:30:46+05:30,2024-01-12 09:30:46,2024-01-12 04:47:46,283.0,4.716666666666667,12.93341,77.6910769,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID019364,133,FKN00GL4303,SCOOTER,2024-01-12,2024-01-12 04:11:46+05:30,2024-01-12 04:11:46,2024-01-12 01:18:46,173.0,2.8833333333333333,12.9338804,77.690848,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID265132,133,FKN00GL4303,SCOOTER,2024-01-18,2024-01-18 10:10:46+05:30,2024-01-18 10:10:46,2024-01-18 03:56:46,374.0,6.233333333333333,12.9336476,77.6910366,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID241849,133,FKN00GL50571,CAR,2024-01-11,2024-01-11 11:01:46+05:30,2024-01-11 11:01:46,2024-01-11 08:57:46,124.0,2.066666666666667,12.9337433,77.691195,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID241924,133,FKN00GL54259,CAR,2024-01-11,2024-01-11 11:19:46+05:30,2024-01-11 11:19:46,2024-01-11 08:59:46,140.0,2.3333333333333335,12.9333083,77.6915517,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID264825,133,FKN00GL96580,SCOOTER,2024-01-19,2024-01-19 04:49:46+05:30,2024-01-19 04:49:46,2024-01-19 04:36:46,13.0,0.21666666666666667,12.9333762,77.6912121,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID245299,138,FKN00GL16943,SCOOTER,2024-01-15,2024-01-15 13:21:46+05:30,2024-01-15 13:21:46,2024-01-15 13:12:46,9.0,0.15,12.973464,77.5507229,"BTP070 - Cholurpalya Junction, Magadi Road",Magadi Road,1,"JUNCTION::BTP070 - Cholurpalya Junction, Magadi Road"
FKID272918,143,FKN00GL215617,MOTOR CYCLE,2024-01-29,2024-01-29 14:02:46+05:30,2024-01-29 14:02:46,2024-01-29 13:36:46,26.0,0.43333333333333335,12.9376259,77.7004768,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID275362,144,FKN00GL216634,SCOOTER,2024-01-31,2024-01-31 12:46:46+05:30,2024-01-31 12:46:46,2024-01-31 11:39:46,67.0,1.1166666666666667,13.0709483,77.5880933,No Junction,Kodigehalli,2,POLICE_STATION::Kodigehalli
FKID275357,144,FKN00GL216693,SCOOTER,2024-01-31,2024-01-31 12:45:46+05:30,2024-01-31 12:45:46,2024-01-31 11:52:46,53.0,0.8833333333333333,13.070812,77.5879885,No Junction,Kodigehalli,2,POLICE_STATION::Kodigehalli
FKID275354,144,FKN00GL8052,SCOOTER,2024-01-31,2024-01-31 12:07:46+05:30,2024-01-31 12:07:46,2024-01-31 11:50:46,17.0,0.2833333333333333,13.0709483,77.5880933,No Junction,Kodigehalli,2,POLICE_STATION::Kodigehalli
FKID264234,145,FKN00GL10461,CAR,2024-01-20,2024-01-20 10:56:46+05:30,2024-01-20 10:56:46,2024-01-20 02:50:46,486.0,8.1,12.9654407,77.5371528,"BTP016 - 5th Main Road, RPC Layout",Vijayanagara,2,"JUNCTION::BTP016 - 5th Main Road, RPC Layout"
FKID255299,145,FKN00GL10462,CAR,2024-01-20,2024-01-20 10:54:46+05:30,2024-01-20 10:54:46,2024-01-20 02:50:46,484.0,8.066666666666666,12.9654566,77.5371088,"BTP016 - 5th Main Road, RPC Layout",Vijayanagara,2,"JUNCTION::BTP016 - 5th Main Road, RPC Layout"
FKID256105,145,FKN00GL3398,CAR,2024-01-20,2024-01-20 10:53:46+05:30,2024-01-20 10:53:46,2024-01-20 02:51:46,482.0,8.033333333333333,12.9655972,77.5368745,"BTP016 - 5th Main Road, RPC Layout",Vijayanagara,2,"JUNCTION::BTP016 - 5th Main Road, RPC Layout"
FKID256165,145,FKN00GL3403,CAR,2024-01-20,2024-01-20 10:51:46+05:30,2024-01-20 10:51:46,2024-01-20 02:54:46,477.0,7.95,12.9658751,77.5360465,"BTP016 - 5th Main Road, RPC Layout",Vijayanagara,2,"JUNCTION::BTP016 - 5th Main Road, RPC Layout"
FKID256093,145,FKN00GL7998,CAR,2024-01-20,2024-01-20 11:12:46+05:30,2024-01-20 11:12:46,2024-01-20 02:51:46,501.0,8.35,12.9655904,77.5368739,"BTP016 - 5th Main Road, RPC Layout",Vijayanagara,2,"JUNCTION::BTP016 - 5th Main Road, RPC Layout"
FKID015956,151,FKN00GL14966,SCOOTER,2024-01-23,2024-01-23 10:58:46+05:30,2024-01-23 10:58:46,2024-01-23 09:51:46,67.0,1.1166666666666667,13.03545,77.58907,No Junction,Hebbala,1,POLICE_STATION::Hebbala
FKID255134,151,FKN00GL1503,SCOOTER,2024-01-20,2024-01-20 03:43:46+05:30,2024-01-20 03:43:46,2024-01-20 03:11:46,32.0,0.5333333333333333,13.0349083,77.5886271,No Junction,Kodigehalli,1,POLICE_STATION::Kodigehalli
FKID266259,151,FKN00GL162098,CAR,2024-01-16,2024-01-16 10:46:46+05:30,2024-01-16 10:46:46,2024-01-16 09:55:46,51.0,0.85,13.0350021,77.5888264,No Junction,Hebbala,1,POLICE_STATION::Hebbala
FKID018257,151,FKN00GL17177,SCOOTER,2024-01-13,2024-01-13 07:04:46+05:30,2024-01-13 07:04:46,2024-01-13 06:59:46,5.0,0.08333333333333333,13.0353178,77.589023,No Junction,Hebbala,1,POLICE_STATION::Hebbala
FKID240929,151,FKN00GL193139,SCOOTER,2024-01-13,2024-01-13 07:03:46+05:30,2024-01-13 07:03:46,2024-01-13 06:59:46,4.0,0.06666666666666667,13.0354765,77.5889959,No Junction,Kodigehalli,1,POLICE_STATION::Kodigehalli
FKID260635,151,FKN00GL205288,SCOOTER,2024-01-21,2024-01-21 11:58:46+05:30,2024-01-21 11:58:46,2024-01-21 11:45:46,13.0,0.21666666666666667,13.036133,77.5893731,No Junction,Hebbala,1,POLICE_STATION::Hebbala
FKID250844,151,FKN00GL9585,CAR,2024-01-16,2024-01-16 09:55:46+05:30,2024-01-16 09:55:46,2024-01-16 05:15:46,280.0,4.666666666666667,13.0343588,77.5886362,No Junction,Hebbala,1,POLICE_STATION::Hebbala
FKID012357,151,FKN00GL9585,CAR,2024-01-25,2024-01-25 04:38:46+05:30,2024-01-25 04:38:46,2024-01-25 04:04:46,34.0,0.5666666666666667,13.0349849,77.5889634,No Junction,Hebbala,2,POLICE_STATION::Hebbala
FKID102379,160,FKN00GL11482,CAR,2024-03-11,2024-03-11 13:43:46+05:30,2024-03-11 13:43:46,2024-03-11 10:19:46,204.0,3.4,12.9952732,77.6971045,No Junction,Mahadevapura,2,POLICE_STATION::Mahadevapura
FKID239482,165,FKN00GL192170,SCOOTER,2024-01-11,2024-01-11 06:36:46+05:30,2024-01-11 06:36:46,2024-01-11 06:31:46,5.0,0.08333333333333333,12.9613256,77.5776932,BTP082 - KR Market Junction,City Market,1,JUNCTION::BTP082 - KR Market Junction
FKID256965,171,FKN00GL204440,CAR,2024-01-18,2024-01-18 15:01:46+05:30,2024-01-18 15:01:46,2024-01-18 15:00:46,1.0,0.016666666666666666,12.9720639,77.7115479,No Junction,HAL Old Airport,1,POLICE_STATION::HAL Old Airport
FKID014807,172,FKN00GL13931,CAR,2024-01-24,2024-01-24 11:24:46+05:30,2024-01-24 11:24:46,2024-01-24 11:14:46,10.0,0.16666666666666666,13.0183487,77.5319277,No Junction,Rajajinagar,2,POLICE_STATION::Rajajinagar
FKID269679,172,FKN00GL14292,CAR,2024-01-24,2024-01-24 11:47:46+05:30,2024-01-24 11:47:46,2024-01-24 09:08:46,159.0,2.65,13.0166866,77.5314777,No Junction,Rajajinagar,1,POLICE_STATION::Rajajinagar
FKID014678,174,FKN00GL13805,CAR,2024-01-24,2024-01-24 12:20:46+05:30,2024-01-24 12:20:46,2024-01-24 12:19:46,1.0,0.016666666666666666,13.0010905,77.5712952,No Junction,Malleshwaram,1,POLICE_STATION::Malleshwaram
FKID258178,174,FKN00GL15891,CAR,2024-01-22,2024-01-22 11:16:46+05:30,2024-01-22 11:16:46,2024-01-22 11:11:46,5.0,0.08333333333333333,12.9990701,77.5694407,No Junction,Malleshwaram,1,POLICE_STATION::Malleshwaram
FKID017342,174,FKN00GL16304,CAR,2024-01-21,2024-01-21 08:10:46+05:30,2024-01-21 08:10:46,2024-01-21 07:37:46,33.0,0.55,12.9998531,77.5713276,No Junction,Malleshwaram,1,POLICE_STATION::Malleshwaram
FKID256373,174,FKN00GL204069,MOTOR CYCLE,2024-01-21,2024-01-21 07:19:46+05:30,2024-01-21 07:19:46,2024-01-21 06:59:46,20.0,0.3333333333333333,12.9990679,77.5693902,No Junction,Malleshwaram,1,POLICE_STATION::Malleshwaram
FKID260951,174,FKN00GL205262,CAR,2024-01-22,2024-01-22 11:28:46+05:30,2024-01-22 11:28:46,2024-01-22 11:13:46,15.0,0.25,12.9985842,77.5694597,No Junction,Malleshwaram,2,POLICE_STATION::Malleshwaram
FKID260441,174,FKN00GL206893,CAR,2024-01-21,2024-01-21 06:46:46+05:30,2024-01-21 06:46:46,2024-01-21 06:34:46,12.0,0.2,12.99916,77.5693937,No Junction,Malleshwaram,2,POLICE_STATION::Malleshwaram
FKID260856,174,FKN00GL207180,CAR,2024-01-21,2024-01-21 06:52:46+05:30,2024-01-21 06:52:46,2024-01-21 06:48:46,4.0,0.06666666666666667,12.9987427,77.5694135,No Junction,Malleshwaram,2,POLICE_STATION::Malleshwaram
FKID010014,174,FKN00GL9462,OTHERS,2024-02-01,2024-02-01 06:03:46+05:30,2024-02-01 06:03:46,2024-02-01 05:23:46,40.0,0.6666666666666666,12.9962868,77.5717618,No Junction,Malleshwaram,2,POLICE_STATION::Malleshwaram
FKID246363,184,FKN00GL197165,PASSENGER AUTO,2024-01-14,2024-01-14 07:13:46+05:30,2024-01-14 07:13:46,2024-01-14 06:46:46,27.0,0.45,12.9587164,77.645522,No Junction,Jeevanbheemanagar,1,POLICE_STATION::Jeevanbheemanagar
FKID250249,206,FKN00GL11028,SCOOTER,2024-01-17,2024-01-17 11:15:46+05:30,2024-01-17 11:15:46,2024-01-17 10:40:46,35.0,0.5833333333333334,12.9538672,77.5437001,"BTP095 - Satellite Bus Stand, Mysore Road",Byatarayanapura,2,"JUNCTION::BTP095 - Satellite Bus Stand, Mysore Road"
FKID017596,206,FKN00GL16544,CAR,2024-01-17,2024-01-17 12:30:46+05:30,2024-01-17 12:30:46,2024-01-17 12:00:46,30.0,0.5,12.9534346,77.5423559,BTP096 - Gali Anjaneya Temple,Byatarayanapura,2,JUNCTION::BTP096 - Gali Anjaneya Temple
FKID250274,206,FKN00GL199837,MOTOR CYCLE,2024-01-17,2024-01-17 11:16:46+05:30,2024-01-17 11:16:46,2024-01-17 10:39:46,37.0,0.6166666666666667,12.9538768,77.5436352,"BTP095 - Satellite Bus Stand, Mysore Road",Byatarayanapura,2,"JUNCTION::BTP095 - Satellite Bus Stand, Mysore Road"
FKID259844,214,FKN00GL15663,PASSENGER AUTO,2024-01-23,2024-01-23 01:08:46+05:30,2024-01-23 01:08:46,2024-01-23 01:07:46,1.0,0.016666666666666666,13.0003785,77.6772279,No Junction,Mahadevapura,2,POLICE_STATION::Mahadevapura
FKID245292,221,FKN00GL196331,CAR,2024-01-14,2024-01-14 01:54:46+05:30,2024-01-14 01:54:46,2024-01-14 01:31:46,23.0,0.38333333333333336,13.0060883,77.6864389,No Junction,K.R. Pura,2,POLICE_STATION::K.R. Pura
FKID249695,227,FKN00GL17413,CAR,2024-01-17,2024-01-17 10:38:46+05:30,2024-01-17 10:38:46,2024-01-17 05:12:46,326.0,5.433333333333334,12.963645,77.717655,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID238198,227,FKN00GL191189,MAXI-CAB,2024-01-10,2024-01-10 04:41:46+05:30,2024-01-10 04:41:46,2024-01-10 04:23:46,18.0,0.3,12.96427,77.7180533,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID238200,227,FKN00GL191192,MAXI-CAB,2024-01-10,2024-01-10 04:42:46+05:30,2024-01-10 04:42:46,2024-01-10 04:24:46,18.0,0.3,12.9645233,77.7181883,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID020468,227,FKN00GL19196,MAXI-CAB,2024-01-10,2024-01-10 04:20:46+05:30,2024-01-10 04:20:46,2024-01-10 03:16:46,64.0,1.0666666666666667,12.9633916,77.7170808,No Junction,HAL Old Airport,2,POLICE_STATION::HAL Old Airport
FKID288112,230,FKN00GL104774,SCOOTER,2023-12-26,2023-12-26 11:52:46+05:30,2023-12-26 11:52:46,2023-12-26 08:42:46,190.0,3.1666666666666665,12.9716774,77.6580868,No Junction,Jeevanbheemanagar,1,POLICE_STATION::Jeevanbheemanagar
FKID247844,230,FKN00GL106361,CAR,2024-01-18,2024-01-18 04:58:46+05:30,2024-01-18 04:58:46,2024-01-18 03:00:46,118.0,1.9666666666666666,12.9721846,77.6579197,No Junction,Jeevanbheemanagar,1,POLICE_STATION::Jeevanbheemanagar
FKID183107,230,FKN00GL112240,SCOOTER,2023-12-15,2023-12-15 09:18:46+05:30,2023-12-15 09:18:46,2023-12-15 09:17:46,1.0,0.016666666666666666,12.9718132,77.6580801,No Junction,Jeevanbheemanagar,1,POLICE_STATION::Jeevanbheemanagar
FKID239293,230,FKN00GL123555,SCOOTER,2024-01-12,2024-01-12 14:22:46+05:30,2024-01-12 14:22:46,2024-01-12 06:59:46,443.0,7.383333333333334,12.9717053,77.6581282,No Junction,Jeevanbheemanagar,1,POLICE_STATION::Jeevanbheemanagar
FKID194520,230,FKN00GL141740,SCOOTER,2023-12-19,2023-12-19 12:53:46+05:30,2023-12-19 12:53:46,2023-12-19 08:00:46,293.0,4.883333333333334,12.9717097,77.6580984,No Junction,Jeevanbheemanagar,1,POLICE_STATION::Jeevanbheemanagar
FKID183197,230,FKN00GL150735,MOTOR CYCLE,2023-12-14,2023-12-14 08:09:46+05:30,2023-12-14 08:09:46,2023-12-14 07:47:46,22.0,0.36666666666666664,12.9716667,77.6581098,No Junction,Jeevanbheemanagar,1,POLICE_STATION::Jeevanbheemanagar
